order_id,removed_rid,added_rid,removed_score,added_score,margin,seed_margins,seed_min_margin,high_conflict,label_delta,order_index,meta_mean,meta_seed_min,meta_seed_scores
fc0bece9-a300-40b5-9c99-362067089b62,#-1:39700c2d-12ab-42bc-af05-7713dec2c94c,#-1:3c54c700-2d8a-4cf1-a1b5-b2eecdf19ec5,0.008366168920259614,0.8801066508087062,0.8717404818884466,"[0.8538571941557905, 0.8815640566812952, 0.8798001948282541]",0.8538571941557905,True,1,1608,-0.5613888648388646,-0.5898276223776225,"[-0.5516268065268063, -0.5427121656121654, -0.5898276223776225]"
6a0c87ed-d5c7-4927-b23c-eb103d11575e,#-1:dc3c6603-13b0-482a-8433-d41f274b719c,#-1:ddf81045-42be-422a-9016-ed0f5cdaf620,0.028247338541166896,0.8207041451187286,0.7924568065775617,"[0.7928429087850771, 0.7891063380582988, 0.795421172889309]",0.7891063380582988,True,1,702,-0.35746683592984924,-0.37415871704643483,"[-0.3266877930051251, -0.37415871704643483, -0.37155399773798786]"
c7d2bf39-5096-4abf-8398-80bb8b2da291,#-1:6fe392e4-411f-4699-8f6d-89e6e186f631,#-1:b0456f86-160c-4adb-8f29-418c44607318,0.022199212613452063,0.7988018677110272,0.7766026550975752,"[0.7705574771846362, 0.7971741048403219, 0.7620763832677673]",0.7620763832677673,True,0,1265,0.0053042554667554614,-0.03568084138084139,"[-0.03568084138084139, 0.017399368686868685, 0.03419423909423909]"
5f793514-b11f-4f9d-91e8-ced3c4a4c4f3,#-1:420b5fc9-beaf-4ed7-9396-b1ef6641f2a1,#-1:cd3619ad-905b-47cf-ac45-0dd17b9c5d66,0.0,0.7623234800794366,0.7623234800794366,"[0.7529724654502067, 0.7525302885679699, 0.7814676862201332]",0.7525302885679699,True,1,638,-0.26633992751076097,-0.2850352577977579,"[-0.26411950919450927, -0.24986501554001572, -0.2850352577977579]"
f5530993-a82a-41cb-b48a-0f60a04b2ad8,#-1:0b66796a-3479-49f7-b4bd-a6c486a3ca30,#-1:50ea63b8-cfdd-4cea-904e-536b96d315ea,0.11974975542492095,0.8853164757412019,0.7655667203162809,"[0.7360489383945445, 0.7761203951530959, 0.7845308274012024]",0.7360489383945445,True,1,1572,-0.45128827051327064,-0.4657854825354828,"[-0.45517420357420363, -0.43290512543012555, -0.4657854825354828]"
1d898400-50f3-4a6f-ae2e-54ce26245f2a,#-1:d5a82a1d-896b-436d-95c6-e6b57a1109d8,#-1:5c4098bc-52ef-440a-af5a-c6013a25cbfc,0.049317937173128934,0.7102954566126302,0.6609775194395012,"[0.6468815347702926, 0.6695232595186061, 0.6665277640296049]",0.6468815347702926,True,0,207,0.09797972638637986,0.07634175269175265,"[0.07634175269175265, 0.12530169675849928, 0.09229572970888764]"
a1fc930f-40ee-4dcf-817a-f114e848ffc0,#-1:fab74810-0f8f-4838-91bc-d310e541d6d0,#-1:03fed556-f541-4327-9fae-808a528f727b,0.04774239597160403,0.714741408791443,0.666999012819839,"[0.6857681479051513, 0.6455685291861057, 0.66966036136826]",0.6455685291861057,True,1,1059,-0.3491551620332909,-0.3815877304228959,"[-0.3284699267414202, -0.3815877304228959, -0.3374078289355566]"
27a8c334-1074-446b-9a15-752cc3735e0b,#-1:bbf2f9da-ac3f-408c-9736-324dc7d5eb33,#-1:edf2bd5a-760e-4d53-8a6d-766a398bf416,0.13633143999207212,0.7551425989263826,0.6188111589343105,"[0.6236665511541303, 0.609191407164255, 0.6235755184845463]",0.609191407164255,True,-1,264,0.29385631468061796,0.28084015706515686,"[0.28550195155721464, 0.3152268354194823, 0.28084015706515686]"
5778a5c3-eabd-44b4-b759-eaaacf11241c,#-1:d1b73800-cecf-4551-b2db-dec3c0ee1815,#-1:c0f35e03-ce1d-4a71-b10d-31958ee3b1a8,0.28528284399054143,0.8970225021052016,0.6117396581146601,"[0.616027135830423, 0.617179984483845, 0.6020118540297128]",0.6020118540297128,True,0,580,0.023778267132161662,-0.004964163614163604,"[-0.004964163614163604, 0.035902222863906444, 0.04039674214674215]"
13ed39bb-e5e6-4592-a1b0-a1db08d8995c,#-1:3a040345-549e-47fe-80bb-4bb55a7eb536,#-1:c495d0be-6e46-40b9-bbc2-4adf7d2c0d9d,0.19822279247635047,0.7954960367236762,0.5972732442473258,"[0.562582450809715, 0.6179832713769925, 0.6112540105552701]",0.562582450809715,True,0,146,-0.2042905747386027,-0.23361935810238438,"[-0.23361935810238438, -0.18698139930245694, -0.1922709668109668]"
f2247806-7921-4683-ae40-1db22df9e58d,#-1:cbf4caf0-60f2-481f-87af-c7ccf5728e6c,#-1:647cee27-2012-4608-8dc6-65dc424d02e0,0.19146716953536524,0.7005023338659709,0.5090351643306057,"[0.5114092869097495, 0.5008367726060349, 0.5148594334760326]",0.5008367726060349,True,-1,1551,-0.1625994422244421,-0.19724773282273267,"[-0.19724773282273267, -0.1300839577089576, -0.16046663614163603]"
d726e907-bbec-4d5e-a073-c43b085e646f,#-1:67327bff-07a4-41a8-b79d-c7f57f55d980,#-1:843157ad-2e4d-4555-b8b8-310113f917f2,0.21937939075758228,0.7391817836219866,0.5198023928644043,"[0.49256689599991943, 0.5573494821878585, 0.5094908004054353]",0.49256689599991943,True,-1,1362,-0.28509955262588543,-0.31091736718572754,"[-0.2820347899087944, -0.31091736718572754, -0.2623465007831342]"
255082bb-10ed-4c16-8fd6-d45076d0769e,#-1:7aaac5f7-b95f-4a54-aea1-f39c4f67ceef,#-1:3807d353-6e86-4056-968a-8aac2aaf18a3,0.23835251411525474,0.7415665176997127,0.503214003584458,"[0.5158190732700678, 0.4851684971660277, 0.5086544403172784]",0.4851684971660277,True,-1,254,-0.6022240321759602,-0.6073408130397295,"[-0.605010784202038, -0.6073408130397295, -0.5943204992861131]"
5bfc8b74-4485-405e-81e6-bea934176cbf,#-1:3b1f24df-c151-4373-b634-968228a7e2b5,#-1:de0e9565-641e-42a4-b912-ce0dfc8f92d3,0.24621779867756058,0.7141623140345587,0.4679445153569981,"[0.477798789162743, 0.4618900391984997, 0.4641447177097515]",0.4618900391984997,True,0,608,-0.6219496180409158,-0.6289942557442556,"[-0.6264452051573334, -0.6289942557442556, -0.6104093932211583]"
e81d40e7-b4a5-4509-9d9f-64a658bcc714,#-1:dcc8bbb8-079d-47ce-af2d-ef22051bd047,#-1:3ca9bc38-4f24-414f-881d-d83dc52517bb,0.25533091927122437,0.7221316104698255,0.4668006911986012,"[0.47445446097536775, 0.4457485782743339, 0.4801990343461018]",0.4457485782743339,True,-1,1483,-0.6933076429504563,-0.7092008627571297,"[-0.6940693420408336, -0.7092008627571297, -0.6766527240534057]"
31933c97-86d6-497a-87c9-f2f895e380e5,#-1:b7298f10-c0ab-40fb-b5db-0a13317f857e,#-1:49a3625d-c776-41dd-9505-4369022a389d,0.32950331667523763,0.7011920545870285,0.37168873791179086,"[0.3802802020669516, 0.3518510992973821, 0.38293491237103905]",0.3518510992973821,True,-1,334,0.06027037499537504,0.03341694694194695,"[0.05419015429015439, 0.09320402375402378, 0.03341694694194695]"
208b5234-d29d-412a-b437-b30c9fecf438,#-1:0a66d4f9-16b9-46b2-9109-c85d189b958c,#-1:57232358-9625-4b9b-98d9-70d6ab2024d4,0.04676214628653163,0.6578703224142165,0.6111081761276849,"[0.6066402251559635, 0.6053500413245905, 0.6213342619025009]",0.6053500413245905,False,1,226,0.0017595261289789041,-0.009318829255036142,"[-0.009318829255036142, 0.01560161505161505, -0.0010042074096421954]"
e04482a5-0124-4f3f-aad4-7bd5216a8ad7,#-1:a55c65c8-bc9f-4664-8e1f-065d919b37dc,#-1:a85c0f22-0c29-469f-b94f-e5a6994caa9f,0.10827670565962182,0.6986329856140179,0.5903562799543961,"[0.5801427264102812, 0.5871220132533154, 0.6038041001995917]",0.5801427264102812,False,1,1431,0.24395753963835085,0.230689482485806,"[0.24788004507615521, 0.2533030913530913, 0.230689482485806]"
620aa746-57b0-4690-b8f9-447c32cfbd18,#-1:a2b4f6b0-1ed6-4f39-9ad3-b225cc904d1a,#-1:16b67646-d272-4ae5-968a-4b1538d4aa5b,0.4565382020249138,0.9136355715740049,0.4570973695490911,"[0.44017185365963457, 0.46239352836358955, 0.468726726624049]",0.44017185365963457,False,1,651,-0.5137542513042513,-0.537704997779998,"[-0.5011704822954821, -0.5023872738372739, -0.537704997779998]"
6c4f2c20-29b9-4eb2-8514-9acce2ffa588,#-1:7669f56e-8014-49d0-b912-7ddc11ebeca6,#-1:feac8db4-1d3d-444f-ab7e-aafa684074c3,0.5298110717604878,0.9869153457795062,0.45710427401901843,"[0.45589888809172285, 0.4321080078613875, 0.48330592610394507]",0.4321080078613875,False,-1,714,-0.2881882780509249,-0.3079856566635976,"[-0.2778932245532244, -0.3079856566635976, -0.27868595293595266]"
e4c89c05-b23d-4639-a4a7-0708538b617a,#-1:7e264717-82cf-462a-bdf0-06d5ae85261e,#-1:90df29d2-a0da-4b2c-94a6-e1bd72529c21,0.01824938288598117,0.461218207248433,0.44296882436245183,"[0.4630691706086584, 0.4234810233761605, 0.44235627910253666]",0.4234810233761605,False,-1,1458,-0.48649136219138595,-0.49531382958539294,"[-0.49531382958539294, -0.4849642926742923, -0.4791959643144724]"
ef448c63-320e-4381-84f6-6bd3cf401de7,#-1:89016006-06a4-4e5d-bcec-6939ea66aa4e,#-1:424b4a4d-6b8a-489b-b40b-166f0c1908bd,0.4271724599308752,0.8434741420073871,0.4163016820765119,"[0.4197512119185205, 0.41233456650716555, 0.41681926780384987]",0.41233456650716555,False,0,1533,-0.3250381879523695,-0.35940361214236705,"[-0.3114719008272173, -0.35940361214236705, -0.3042390508875241]"
d9c91c03-727e-4bc8-ab89-f0beecdb4fce,#-1:c52992e4-e438-480d-bc51-c428156b9e51,#-1:7c314220-5686-4ef2-a30a-131985981429,0.5545746569583426,0.9539606188570898,0.3993859618987472,"[0.39999382316205245, 0.39033616341190813, 0.40782789912228123]",0.39033616341190813,False,0,1382,-0.31397239974668634,-0.34432458792988274,"[-0.2957834653090358, -0.34432458792988274, -0.3018091460011405]"
faa229a7-2739-431d-bdcf-1ec1c59a2e6c,#-1:5811b3e5-beb2-47ef-b00a-b2af11b8033f,#-1:35599d6d-46ed-442e-b706-73f876861238,0.15285222812504043,0.5136653794882905,0.3608131513632501,"[0.3670188216219491, 0.3563265863593796, 0.35909404610842166]",0.3563265863593796,False,-1,1602,-0.5974184989039256,-0.5990219087521486,"[-0.5990219087521486, -0.5976476847359651, -0.5955859032236633]"
e38dafc7-06b7-43df-ad54-cd464f48588c,#-1:eeae3a0b-fcee-42e9-a928-a784aca8ca19,#-1:a70b90b2-8186-4523-95ea-2d159c0ab5a4,0.6463837984319377,0.9890146550623804,0.3426308566304427,"[0.3419836564426457, 0.3449742885997843, 0.3409346248488976]",0.3409346248488976,False,-1,1456,-0.5912286121470112,-0.6111614807070918,"[-0.594328054975877, -0.5681963007580648, -0.6111614807070918]"
a5b33b40-5c96-434a-a969-bbc65e09c5f6,#-1:b970a7c0-c693-4723-ab80-91c23951ecea,#-1:e4b31bf0-3acd-4b0f-a8eb-0e56403a381a,0.09734073681657728,0.4463473428516734,0.3490066060350961,"[0.33059060622271175, 0.3599556450606012, 0.3564735668219754]",0.33059060622271175,False,-1,1079,-0.6260643593801438,-0.6295602813852812,"[-0.6295602813852812, -0.6223319617419623, -0.626300835013188]"
8b485d6c-b8f5-4c46-a436-6738266446e5,#-1:47fcddf7-aace-43b4-b07f-4d3e63e59798,#-1:84eddaed-5609-4f0d-acdb-ef0717fdf9eb,0.5084317955374873,0.8560606216919696,0.3476288261544823,"[0.3570347972155379, 0.35823501700854343, 0.32761666423936553]",0.32761666423936553,False,-1,905,-0.271184669195709,-0.2758284048467874,"[-0.27414543419543425, -0.2758284048467874, -0.2635801685449053]"
d50dbdca-fd02-427c-b338-a67882eaea7b,#-1:1f282f90-913c-4dc1-b8e9-610222c8fb60,#-1:d2b76dbe-7452-4204-9806-66e0d57a6434,0.49850739984737436,0.8519777039035582,0.35347030405618385,"[0.3744525460980306, 0.3609398099443083, 0.32501855612621233]",0.32501855612621233,False,-1,1350,-0.09929804447186796,-0.10726648296148292,"[-0.09662991452991451, -0.09399773592420643, -0.10726648296148292]"
e33b30ce-c7fe-4f07-932a-018cb56e9291,#-1:92149008-190c-4faa-afd4-81f6cd32070b,#-1:3a6a6445-d699-4979-90bb-326be88ad3db,0.15014736628460304,0.46912705532931015,0.3189796890447071,"[0.316384127795018, 0.3256653678993108, 0.3148895714397928]",0.3148895714397928,False,-1,1453,-0.7858643157768159,-0.7916023074148074,"[-0.7916023074148074, -0.783325313575314, -0.7826653263403265]"
a435ca90-76d4-4476-8766-0ffab4f912eb,#-1:e78e4b9e-15c3-462a-8a49-4f2d3c2df8a0,#-1:4ae39542-5c31-4a1d-b65e-99fe074d67d5,0.32839817527167764,0.6471178306162142,0.31871965534453656,"[0.30232166875721495, 0.3299743512784814, 0.3238629459979134]",0.30232166875721495,False,0,1069,-0.4779893893143894,-0.48606493783993787,"[-0.4704768093018094, -0.48606493783993787, -0.47742642080142095]"
86288eaf-b17f-4aaa-bd74-2644486bf9b3,#-1:318bf428-4490-4f22-8454-e14662f6ec8c,#-1:3140f297-7100-4030-a49a-42230a69796a,0.28320364123860825,0.5921963573848608,0.3089927161462525,"[0.2796792637714545, 0.33593064007215595, 0.31136824459514734]",0.2796792637714545,False,-1,867,-0.5213801208051206,-0.5368878399378398,"[-0.5150246281496278, -0.5368878399378398, -0.5122278943278944]"
1f10e213-6723-4011-a5f0-ee492c872467,#-1:77e9b430-7883-49e1-b0fc-fa6d93a1222c,#-1:19cbbcbe-1467-468e-8c4f-b95883ce5649,0.6744699870735542,0.9394269141573378,0.2649569270837836,"[0.25166206358187804, 0.27215730867475685, 0.2710514089947156]",0.25166206358187804,False,1,216,-0.29134928312428326,-0.31057761405261397,"[-0.3033018093018098, -0.26016842601842605, -0.31057761405261397]"
4e1f420f-94e5-4c41-91e6-0f124e140e67,#-1:867e0504-6965-42f4-b356-0818d1eac9f2,#-1:7124a178-3ff9-402e-a087-a6451b85c639,0.6462064687997603,0.9181756600213435,0.27196919122158325,"[0.2492511067797315, 0.2870588590294898, 0.27959760785552834]",0.2492511067797315,False,-1,529,-0.3239873161792239,-0.35440578315475385,"[-0.29365083157583133, -0.35440578315475385, -0.3239053338070864]"
