order_id,rid,context_score,meta_seed_20260801,meta_seed_20260817,meta_seed_20260831,meta_mean
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:a7545597-b1f6-48c2-b774-146be74c28cb,0.9911763047667486,0.9509933281058842,0.9530868250445508,0.9598439803383041,0.9546413778295797
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:9f1d5c2c-5b9f-4f8a-a727-2dbe97bffcce,0.9911763047667486,0.9556749100826756,0.9514564716678068,0.9627491174125818,0.9566268330543547
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:92920b61-0316-474d-bc0f-d4d12b307027,0.9911763047667486,0.9566354134569831,0.9541475534355808,0.963477673560609,0.9580868801510576
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:fde9c068-2946-45c5-95f3-eae88071be39,0.9911763047667486,0.9583871802803391,0.9572032808143552,0.9638923775258016,0.9598276128734987
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:b86ffd34-9f7f-4476-89dd-d307bd6902d2,0.0003313048226989381,0.023914418391765106,0.028140124974448375,0.02916823061836024,0.02707425799485791
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:928f8a8b-f15d-47fa-b486-e8a4bee49e6e,0.0003313048226989381,0.023914418391765106,0.028140124974448375,0.02916823061836024,0.02707425799485791
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:b8ebbb7a-ff90-464c-b8ef-536cc028973f,0.0003313048226989381,0.023914418391765106,0.028140124974448375,0.02916823061836024,0.02707425799485791
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:25b1f06a-a48c-4a84-ac95-14213c341547,0.0003313048226989381,0.023914418391765106,0.028140124974448375,0.02916823061836024,0.02707425799485791
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:89bf8c2c-3fa1-4ab3-8cd6-6a154a036249,0.0021302796214087358,0.02207858051211514,0.024499697822031295,0.027224242622894246,0.02460084031901356
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:456b5409-089b-4447-8f1d-08ae47f21757,0.0021302796214087358,0.02207858051211514,0.02544358040184702,0.028624242622894248,0.025382134512285468
001250fc-acbf-45fb-a89b-95d17005e3bf,#-1:0e9041d5-4edb-4bca-975b-971be024c80d,0.005076458199304626,0.021146808166862097,0.02397577436302358,0.022964213616447286,0.022695598715444323
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:2ef23c93-34a2-40a2-89b4-90e8e4844fc6,0.8363718080094341,0.7765027236048718,0.7691286582957959,0.7652962249328217,0.7703092022778298
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:4ca39af0-1573-4ce4-8a37-ea354c733cd9,0.7319283064614278,0.5732571136238893,0.5666218394016069,0.574875888279458,0.5715849471016514
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:18018ebb-e335-4496-97c6-8d952d25ee39,0.26846657047195094,0.2232687064150093,0.23207551313301744,0.20847687934958936,0.2212736996325387
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:61f2467a-30a7-4c32-b358-a204583bee03,0.09810731782706132,0.1439436744143659,0.13865189699176506,0.13450764041588642,0.13903440394067246
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:e2970ae1-d35d-4198-8669-0b141a012a31,0.09810731782706132,0.14608725750734844,0.13513218460585322,0.13287569318960601,0.13803171176760257
0052146f-c00c-4786-8d58-c2db3ec6baa0,#-1:a24175a5-97de-477f-94f5-dcdb7c5b3011,0.26846657047195094,0.19198094125537785,0.21318744848655277,0.1883014454456968,0.1978232783958758
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:3f3b5219-19a5-4d7a-8bf8-5d4ddeb7526e,0.00042632966469434544,0.021183417345926193,0.020015364572206564,0.022788885699238533,0.021329222539123765
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:a5ea42ee-6098-4f3f-bc9f-72d9387ff10a,0.001073326836179511,0.02487283105641534,0.022790389018838998,0.022271049497148726,0.023311423190801022
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:468ee799-6bd0-468d-be47-96909faed74d,0.00042632966469434544,0.022583417345926195,0.020015364572206564,0.022788885699238533,0.02179588920579043
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:87e2596f-1180-4343-a388-5511d525edca,0.001073326836179511,0.023928948476599612,0.022790389018838998,0.022271049497148726,0.02299679566419578
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:e8dde505-a783-4af6-9516-bf7875542370,0.2273923977450684,0.24565976726358732,0.2614967036156146,0.25496424188156397,0.25404023758692196
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:7c5dfa85-b30e-402b-8d0c-f94b3c447ee7,0.2273923977450684,0.4604391621782803,0.45800081269136017,0.44897650848685533,0.4558054944521652
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:9b0bd177-c23d-4426-8213-668c8e77c6d3,0.9298403304034242,0.8963654793785052,0.9154578037904584,0.9083778591020963,0.9067337140903534
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:de85e142-969c-4924-a9df-2078d1fe7463,0.001073326836179511,0.02487283105641534,0.022790389018838998,0.022271049497148726,0.023311423190801022
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:7edb0a4e-1242-45e8-a858-f6f414f02567,0.001073326836179511,0.022961195189713176,0.025134271598654723,0.022271049497148726,0.02345550542850554
00c65d88-71c7-4efd-838e-6e46d74c1948,#-1:26e7b410-e5fc-4236-9d65-d8ff1812eaa9,0.001073326836179511,0.022961195189713176,0.025590389018838998,0.022982984850684084,0.023844856353078755
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:b75e0435-f193-487a-9172-3c5bb2f4344d,0.05261428347732137,0.07688855063588332,0.07632847203705187,0.0761432350700228,0.07645341924765266
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:1483398d-130b-46d3-814b-528fe40d19f0,0.003092555032339816,0.04566106530938221,0.031988111658804205,0.043065437510549635,0.04023820482624535
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:42843cac-db4f-46fd-9f0d-21c399a452ed,0.8733268894016873,0.7566752779151558,0.730917028918259,0.7701213151627,0.7525712073320383
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:5141e1c0-d1f3-4476-87fe-67b6fcf57e72,0.027188114222018965,0.040689362287301176,0.04037805046893372,0.04572646820773181,0.042264626987988906
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:b2e69f6c-602e-474a-abf2-60192b336e48,0.027188114222018965,0.040689362287301176,0.04037805046893372,0.04478258562791609,0.04194999946138366
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:47f5dfc5-2d04-47b3-a879-b3741729e073,0.027188114222018965,0.040689362287301176,0.04037805046893372,0.04478258562791609,0.04194999946138366
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:3ec71176-8b89-43dd-9e57-3dc8aaf9400f,0.4434180938531035,0.34776440239900763,0.3417057802277444,0.3716473815805664,0.3537058547357728
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:4a032c6b-09df-40da-883c-ddfaa7fe204b,0.027188114222018965,0.04903871690101364,0.04428624196353298,0.04407065027438073,0.04579853637964245
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:4c2c666a-e70f-45b6-824a-dad0d0ac9175,0.027188114222018965,0.049750652254549,0.04428624196353298,0.04407065027438073,0.046035848164154236
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:0b8a1b36-b591-4460-8ba6-b414206fc599,0.027188114222018965,0.051150652254549,0.045686241963532985,0.04547065027438073,0.04743584816415424
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:f684c864-c7af-48a8-8331-c72eaf356fd4,0.38829837241217297,0.30323796112219614,0.28382493147800625,0.2906936376987662,0.2925855100996562
01b0f97d-4713-4071-8ebd-2e03009fcb3a,#-1:17bbf4a8-1fbd-46a5-8405-a1123ea6fd79,0.00876904757289269,0.025726028830911407,0.03115522266003723,0.02713897472976703,0.02800674207357189
01fd647b-a016-4988-b94c-561bd5a2500d,#-1:effda528-aae2-4f0b-8511-943795b29e16,0.0025432202559286586,0.031019059847201515,0.033428459927056745,0.03262222838223258,0.03235658271883028
01fd647b-a016-4988-b94c-561bd5a2500d,#-1:a17e09ba-9823-4f7c-95c1-1714def10b6f,0.9636144688340993,0.9778389725859234,0.9746041721807713,0.9767562160084668,0.9763997869250538
0245e338-a360-497f-9d65-72c73c70c742,#-1:31342a7c-c1b1-4b2b-8ce0-23610cf0a4d8,0.003246446282864727,0.031325066377254095,0.02972261246693273,0.024705884523493347,0.028584521122560057
0245e338-a360-497f-9d65-72c73c70c742,#-1:e1a0a19e-6f36-4f76-b479-15766a8e4de2,0.9883413094775617,0.9674682665164351,0.9691622837790557,0.9651443883194575,0.9672583128716493
0245e338-a360-497f-9d65-72c73c70c742,#-1:a2b69864-def8-423c-acdf-faa0a66cf1d2,0.0036076989014832846,0.0313929506612772,0.029302731591324384,0.027673697884048366,0.029456460045549984
0245e338-a360-497f-9d65-72c73c70c742,#-1:38ed7b91-de2f-4af1-ac83-6d27df2acf76,0.008292792786138384,0.06464984190485724,0.051153539391085134,0.06276765218813084,0.0595236778280244
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:93f060ca-27b2-487c-9543-d4a00d593258,0.0002372658070934753,0.021582815608830207,0.029678971167616423,0.03197166665312578,0.027744484476524136
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:b681d098-710a-4dab-b25e-93e2c22579f7,0.0002372658070934753,0.022270880255294855,0.027839474541923898,0.029900222801152895,0.026670192532790547
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:52b4fcd3-bebd-4ae8-838f-5ea4160144cd,0.991596382157003,0.9813741886610476,0.9908751461638359,0.9881368976793592,0.9867954108347475
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:83741ae3-af06-43e9-96ad-1151498187ef,0.00046118677125999964,0.021850291384913352,0.026561927251615516,0.02601157941431427,0.024807932683614378
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:8628766b-ba5f-47c4-a93d-2eaad0d52210,0.0002372658070934753,0.019926997675479122,0.022526698188645937,0.024544403125064312,0.022332699663063126
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:7a942349-704f-4d63-83da-065ad09497c9,0.0002372658070934753,0.019926997675479122,0.022526698188645937,0.024544403125064312,0.022332699663063126
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:6eacf7f5-eccb-4e95-bf0b-5eb1263bbea7,0.0002372658070934753,0.019926997675479122,0.0236542594608031,0.02360052054524859,0.022393925893843605
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:ef45fe72-460c-405e-9f33-5d24a144d26f,0.0002372658070934753,0.022270880255294855,0.029951409895459254,0.028956340221337164,0.02705954345736376
025d1580-5bd8-4964-b230-3668ce3a8575,#-1:7316fac8-cc22-45ff-b9ea-5ebb88338f2c,0.991596382157003,0.982811855763231,0.9904692682414691,0.9899504115851758,0.9877438451966253
039f70ef-1906-4571-86e6-6caf1f41f459,#-1:db32e383-9b57-4d6c-8df3-12e6a3dbb789,0.49514824312206895,0.3820424406787958,0.39676452053474287,0.3560961331642486,0.37830103145926247
039f70ef-1906-4571-86e6-6caf1f41f459,#-1:e13f93a4-c7f6-4dc7-872a-aac9858790ab,0.7936795144101237,0.7561563761331184,0.7468382379411808,0.7462390528319706,0.7497445556354232
039f70ef-1906-4571-86e6-6caf1f41f459,#-1:d11b583b-3561-43bb-8229-b7964fd63fa2,0.3,0.6310815412099138,0.6416106912803482,0.6611657741305234,0.6446193355402617
039f70ef-1906-4571-86e6-6caf1f41f459,#-1:d15b4d4f-f953-420a-aec1-8cc2276a2edc,0.20269367022465892,0.16360703911687982,0.19492986419389802,0.17353332303531244,0.17735674211536342
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:38107f33-4b6c-49d9-a391-b980935a3646,0.9937518127494541,0.9747678960829183,0.9712822327349242,0.9745242609980562,0.9735247966052997
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:e51d6ccd-0f54-4fb9-8d04-e8e2533a1c61,0.9937518127494541,0.9747620378345307,0.968350952227718,0.9696356684822123,0.9709162195148204
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:1256a33e-d8af-4c54-ba32-6595cd7afc7b,0.9937518127494541,0.9751246197749732,0.9700853286427882,0.9739849128089721,0.9730649537422446
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:5a442b06-e950-46a0-8471-cfb972ddde4b,0.00019575755902687152,0.024313250838356008,0.02485812829404168,0.025659511922801494,0.024943630351733064
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:63f63ddd-b829-4fa7-b050-11f863b70c4b,0.00019575755902687152,0.028568769284873896,0.03059526956933389,0.029839501792793974,0.029667846882333922
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:78f3099b-ed23-4463-92d2-a935160c1bf0,0.00019575755902687152,0.024313250838356008,0.02485812829404168,0.025659511922801494,0.024943630351733064
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:d23ae5fe-c73e-4370-8cd3-caf55b9eae0c,0.00019575755902687152,0.024313250838356008,0.02485812829404168,0.02471562934298577,0.02462900282512782
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:75401263-4e6e-45fb-a412-045edeeb944d,0.00019575755902687152,0.028568769284873896,0.03270720492286924,0.028895619212978247,0.03005719780690713
04c4c660-a42b-4c85-ac4f-34ffa598f7ab,#-1:c79a749b-d47c-411f-9451-a9c84691205d,0.00019575755902687152,0.028568769284873896,0.03316332234305352,0.028895619212978247,0.030209236946968556
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:722ddec9-2e55-4538-ab30-f08c5c584584,0.007127898358455485,0.05010643765961112,0.037562625845925506,0.05769900244902747,0.04845602198485469
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:806890e7-580c-47ab-85da-8d53fe933d77,0.886026674322568,0.8976756777729249,0.918072843175386,0.9100145858788025,0.9085877022757044
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:0615159b-a7f7-464f-a048-b0a80e94c736,0.886026674322568,0.8962194206655749,0.9211428769243906,0.9140225221796583,0.9104616065898746
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:94517006-f07c-421c-8f40-a4aaf8c63c5e,0.886026674322568,0.8990524491137637,0.927296489886775,0.9164793052008438,0.9142760814004608
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:468300d3-ba53-4a45-acee-db648d539f2d,0.886026674322568,0.8965962273637085,0.925896489886775,0.9176425077180037,0.913378408322829
050ba66b-e989-48e5-a059-a336a79e0dab,#-1:15d687f3-8317-4762-bc56-f5de3c4ba327,0.006666666828095913,0.03470279215301565,0.03768811192289037,0.03847054543990209,0.036953816505269375
056a4a59-4bb1-40db-a644-9474b6a3ced9,#-1:f1b98683-3977-40b5-8720-5ddf711c1dc6,0.007620453821990492,0.020486136146597146,0.029866761954950836,0.02844141707002379,0.026264771723857258
056a4a59-4bb1-40db-a644-9474b6a3ced9,#-1:b5454eee-d173-42f5-b7b4-6e57f9ceb3d6,0.007620453821990492,0.019086136146597148,0.029866761954950836,0.02844141707002379,0.02579810505719059
056a4a59-4bb1-40db-a644-9474b6a3ced9,#-1:63d87c31-8348-4528-99bf-c53be1c061c7,0.6390575961131089,0.802317174884088,0.829785802479454,0.8141355277694047,0.8154128350443156
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:b5e09783-700b-44ec-83db-dd8f53f84e9c,0.9847627743290184,0.9500274625645607,0.9506774144293567,0.9531932013502695,0.9512993594480624
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:04b69fb0-eb00-4fe2-976f-b1aa0a42856e,0.9847627743290184,0.9480987323357548,0.9584153875556074,0.9339569666392833,0.9468236955102153
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:4e6d6a1e-a3a6-4566-b55a-8393d4d987c2,0.0023815219747289652,0.03689511404995845,0.0428754622373521,0.060473551798616895,0.046748042695309154
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:e4460834-31fa-4b9d-88ce-8fd4bf416bc2,0.0023815219747289652,0.03758317869642309,0.04174790096519493,0.05700210794664401,0.04544439586942067
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:96492b46-4eba-4e7c-845d-1f4125038cea,0.0023815219747289652,0.11058919808858837,0.11459160775323139,0.1239492609355589,0.11637668892579289
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:e3e431d3-0c19-4977-a590-929ab1304177,0.0023815219747289652,0.03758317869642309,0.04174790096519493,0.057945990526459754,0.04575902339602592
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:c77abeea-c91c-474c-bb83-ea96cf9c39ee,0.0023815219747289652,0.03758317869642309,0.04358739759088746,0.057945990526459754,0.046372188937923435
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:e6bd5856-66c9-47ae-b215-b84e64c533fb,0.0023815219747289652,0.10987726273505304,0.11670354310676676,0.1239492609355589,0.11684335559245956
057ebcd1-2299-447c-9551-1b7cc3f4f78a,#-1:bd0d0913-f824-47d5-8b9b-aaa5250b3f58,0.0023815219747289652,0.03879950000408166,0.04778739759088746,0.05888987310627546,0.048492256900414865
05d2fb28-fd1f-40b6-ab88-97f6ffdb2a45,#-1:f4c4ba71-bc07-49d7-887e-b29c1fb76ff3,0.8963934333258158,0.9660011353703544,0.9626669955082543,0.9635855283242949,0.9640845530676345
05d2fb28-fd1f-40b6-ab88-97f6ffdb2a45,#-1:f0961f7c-ddfb-43df-8ec2-74c7996a6f07,0.0451174794306017,0.05636599310812812,0.05061829008666745,0.05132724378320492,0.05277050899266683
05d2fb28-fd1f-40b6-ab88-97f6ffdb2a45,#-1:9e1e8287-6f4e-489b-a232-85e221c0d539,0.08742959998388788,0.03862858050833318,0.05614051586186853,0.042355842293657145,0.045708312887952955
05d2fb28-fd1f-40b6-ab88-97f6ffdb2a45,#-1:e925dd9d-8c74-4c6a-a44a-6f49842bfdc2,0.08742959998388788,0.04060004145234194,0.05520441031442928,0.04392394855413445,0.04657613344030189
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:70e31eb9-fcde-48f0-b842-04c215577cd0,0.00025020183371477145,0.020162825709745886,0.02253241487224488,0.02413604734994466,0.02227709597731181
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:3543b82e-a705-4ab4-a22c-418ce370d91b,0.00025020183371477145,0.020162825709745886,0.02253241487224488,0.02413604734994466,0.02227709597731181
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:2d6c44b6-141b-4c59-89fa-cb0c500ef5c3,0.00025020183371477145,0.020162825709745886,0.02253241487224488,0.02413604734994466,0.02227709597731181
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:d079d35e-ad36-434d-b062-b82d732be97b,0.910463553687419,0.9528361151748297,0.9521744036113357,0.9578500021823934,0.9542868403228528
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:5cd34b43-7f38-454b-8664-83ca88162547,0.010388867193518636,0.03094800841066958,0.03229661681849783,0.03278181228482892,0.032008812504665446
06990bf2-277f-4480-97bd-ffb12775c5ca,#-1:9aa164da-0a70-4f08-bb8d-b7918d8a1844,0.006216331835264275,0.032288171283983605,0.03465029921389476,0.028045598736321342,0.0316613564113999
